question,target,answer,is_tenten,author,,date
Tại sao nên trở thành đại lý của TENTEN?,minh_muon_lam_dai_ly,"* TENTEN là đại lý chính thức duy nhất tại Việt Nam của Onamae.com - nhà cung cấp tên miền và hosting hàng đầu Nhật Bản.\n* Web hosting chiết khấu đến 40%.\n* Tên miền Việt nam chiết khấu đến 30% và có thêm điểm thưởng.\n* Chiết khấu rất cao dành cho VPS.\n* Có Control panel, Name server riêng.\n* Hợp đồng chặt chẽ và tin cậy dựa trên sự thống nhất giữa 2 bên.\n* Đại lý có quyền tự quyết giá...\n<a href=""https://tenten.vn/faq/9-tai-sao-nen-tro-thanh-dai-ly-cua-tenten"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/9-tai-sao-nen-tro-thanh-dai-ly-cua-tenten</a>",1,Tunghv,,11/12/2018
bạn có thể gửi cho mình bản cam kết bảo đảm an toàn thông tin cá nhân được không,tai_sao_toi_phai_gui_thong_tin_ca_nhan_cua_toi_ai_dam_bao_thong_tin_cua_toi_khong_bi_lay_capn,"Các thông tin quý khách khai báo trên website của chúng tôi đều đã được mã hóa do chúng tôi đã sử dụng chứng thư số SSL của hãng GlobalSigh - Hãng cung cấp chứng thử số để mã hóa những thông tin của khách hàng uy tín nhất trên thế giới. Đồng thời chúng tôi có quy định bảo mật thông tin nên quý khách hoàn toàn yên tâm. Quý khách có thể tham khảo quy định tại đây: <a title=""https://tenten.vn/Support/informationSecurity"" href=""https://tenten.vn/Support/informationSecurity"" target=""_blank"" rel=""noopener"">https://tenten.vn/Support/informationSecurity</a>",,Tunghv,,10/12/2018
nếu không gửi thông tin cá nhân có được không hả bạn?,tai_sao_toi_phai_gui_thong_tin_ca_nhan_cua_toi_ai_dam_bao_thong_tin_cua_toi_khong_bi_lay_capn,"Các thông tin quý khách khai báo trên website của chúng tôi đều đã được mã hóa do chúng tôi đã sử dụng chứng thư số SSL của hãng GlobalSigh - Hãng cung cấp chứng thử số để mã hóa những thông tin của khách hàng uy tín nhất trên thế giới. Đồng thời chúng tôi có quy định bảo mật thông tin nên quý khách hoàn toàn yên tâm. Quý khách có thể tham khảo quy định tại đây: <a title=""https://tenten.vn/Support/informationSecurity"" href=""https://tenten.vn/Support/informationSecurity"" target=""_blank"" rel=""noopener"">https://tenten.vn/Support/informationSecurity</a>",,Tunghv,,10/12/2018
các bạn có bảo đảm thông tin cá nhân của tôi là an toàn không?,tai_sao_toi_phai_gui_thong_tin_ca_nhan_cua_toi_ai_dam_bao_thong_tin_cua_toi_khong_bi_lay_capn,"Các thông tin quý khách khai báo trên website của chúng tôi đều đã được mã hóa do chúng tôi đã sử dụng chứng thư số SSL của hãng GlobalSigh - Hãng cung cấp chứng thử số để mã hóa những thông tin của khách hàng uy tín nhất trên thế giới. Đồng thời chúng tôi có quy định bảo mật thông tin nên quý khách hoàn toàn yên tâm. Quý khách có thể tham khảo quy định tại đây: <a title=""https://tenten.vn/Support/informationSecurity"" href=""https://tenten.vn/Support/informationSecurity"" target=""_blank"" rel=""noopener"">https://tenten.vn/Support/informationSecurity</a>",,Tunghv,,10/12/2018
có đảm bảo an toàn thông tin cá nhân không,tai_sao_toi_phai_gui_thong_tin_ca_nhan_cua_toi_ai_dam_bao_thong_tin_cua_toi_khong_bi_lay_capn,"Các thông tin quý khách khai báo trên website của chúng tôi đều đã được mã hóa do chúng tôi đã sử dụng chứng thư số SSL của hãng GlobalSigh - Hãng cung cấp chứng thử số để mã hóa những thông tin của khách hàng uy tín nhất trên thế giới. Đồng thời chúng tôi có quy định bảo mật thông tin nên quý khách hoàn toàn yên tâm. Quý khách có thể tham khảo quy định tại đây: <a title=""https://tenten.vn/Support/informationSecurity"" href=""https://tenten.vn/Support/informationSecurity"" target=""_blank"" rel=""noopener"">https://tenten.vn/Support/informationSecurity</a>",,Tunghv,,10/12/2018
Tại sao tôi phải gửi thông tin cá nhân của tôi? Ai đảm bảo thông tin của tôi không bị lấy cắp?,tai_sao_toi_phai_gui_thong_tin_ca_nhan_cua_toi_ai_dam_bao_thong_tin_cua_toi_khong_bi_lay_capn,"Các thông tin quý khách khai báo trên website của chúng tôi đều đã được mã hóa do chúng tôi đã sử dụng chứng thư số SSL của hãng GlobalSigh - Hãng cung cấp chứng thử số để mã hóa những thông tin của khách hàng uy tín nhất trên thế giới. Đồng thời chúng tôi có quy định bảo mật thông tin nên quý khách hoàn toàn yên tâm. Quý khách có thể tham khảo quy định tại đây: <a title=""https://tenten.vn/Support/informationSecurity"" href=""https://tenten.vn/Support/informationSecurity"" target=""_blank"" rel=""noopener"">https://tenten.vn/Support/informationSecurity</a>",1,Tunghv,,10/12/2018
lỗi 500 có phải do máy chủ không bạn?,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,Tunghv,,10/12/2018
 lỗi 500 xuất hiện khi nào hả bạn,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,Tunghv,,10/12/2018
phải làm sao khi máy tôi bị lỗi 500,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,Tunghv,,10/12/2018
máy tôi thông báo lỗi 500,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,Tunghv,,10/12/2018
Tại sao website của tôi lại thường xuyên bị lỗi 500? Lỗi 500 là gì?,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",1,Tunghv,,10/12/2018
"web của tôi thường bị lỗi 500, tại sao vậy?",tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,MinhTH,,11/12/2018
500 internal server error,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,MinhTH,,11/12/2018
web mình thỉnh thoảng lại hiện 500 internal server error. Như vậy là sao?,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,MinhTH,,11/12/2018
cách khắc phục lỗi 500,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,MinhTH,,11/12/2018
mình bị lỗi 500 internal server error khi đang vào web,tai_sao_website_cua_toi_lai_thuong_xuyen_bi_loi_500_loi_500_la_gi,"► Lỗi 500\nLỗi 500 Internal Server Error xuất hiện có thể là do một số sự cố nào đó xuất hiện trên server website bạn truy cập. Chẳng hạn như có quá nhiều người truy cập cùng một lúc, file .htaccess bị lỗi,... hoặc server không thể xác định vấn đề chính xác là gì.\n \n► Khắc phục một số lỗi 500 Internal Server Error khác\nHầu hết nguyên nhân gây ra lỗi 500 Internal Server Error là do máy chủ....\n<a href=""https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/174-tai-sao-website-cua-toi-lai-thuong-xuyen-bi-loi-500-loi-500-la-gi</a>",,MinhTH,,11/12/2018
tên miền,ten_mien,"tên miền\n<a href=""https://tenten.vn/faq/179-ten-mien"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/179-ten-mien</a>",1,Minhth,chưa có câu hỏi thêm,11/12/2018
tên miền là gì hả bạn?,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Tunghv,,10/12/2018
tên miền,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",1,Tunghv,,10/12/2018
domain là gì,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Manhbv,,
domain,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Manhbv,,
tôi muốn hỏi domain là gì,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Manhbv,,
tôi muốn biết tên miền là gì,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Manhbv,,
tên miền là gì hả bạn,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Tunghv,,11/12/2018
Thông tin chung về tên miền,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Tunghv,,11/12/2018
những câu hỏi về tên miền,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Tunghv,,11/12/2018
thông tin cần biết về tên miền,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",,Tunghv,,11/12/2018
tên miền,ten_mien,"tên miền <A href=""https://tenten.vn/faq/179-ten-mien"" rel=nofollow target=_blank>https://tenten.vn/faq/179-ten-mien</A>",1,Tunghv,,11/12/2018
Tên miền bị khóa,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",1,Manh,,
tại sao Tên miền bị khóa,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",,Manh,,
sao Tên miền của tôi bị khóa,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",,Manh,,
tại sao Tên miền của tôi bị khóa,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",,Manh,,
vì sao khóa Tên miền của tôi,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",,Manh,,
tôi chưa đóng phí gia hạn tên miền thì tên miền của tôi có bị khóa không?,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",,Tunghv,,10/12/2018
tôi nhận được thông báo là tên miền bị khóa,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",,Tunghv,,10/12/2018
tôi không vào được tên miền của mình có phải do tên miền bị khóa không bạn?,ten_mien_bi_khoa,"Tên miền bị khóa có thể do các nguyên nhân sau:\n 1. Tên miền hết hạn.\n 2. Tên miền chưa xác thực email theo quy định của ICANN.\n 3. Tên miền chưa cập nhật hồ sơ chủ thể.\n Quý khách vui lòng liên hệ: 024.71089999 hoặc gửi mail về <a href=""mailto:info@tenten.vn%20"" target=""_blank"">info@tenten.vn </a>để được hỗ trợ.",,Tunghv,,10/12/2018
mình có thể cập nhật hồ sơ trực tiếp được không và thủ tục cập nhật như thế nào vậy?,ten_mien_chua_co_ho_so_nen_bi_khoa,"Bạn cập nhật hồ sơ bằng cách: 1. Cá nhân (gửi chứng minh thư nhân dân 2 mặt). 2. Tổ chức (gửi bản khai có đóng dấu của tổ chức) bản scan trước  đến email: <a title=""nghiepvu@tenten.vn"" href=""mailto:nghiepvu@tenten.vn"" target=""_blank"" rel=""noopener"">nghiepvu@tenten.vn</a>",,Tunghv,,10/12/2018
mình chưa cập nhật hồ sơ giờ phải làm thế nào hả bạn,ten_mien_chua_co_ho_so_nen_bi_khoa,"Bạn cập nhật hồ sơ bằng cách: 1. Cá nhân (gửi chứng minh thư nhân dân 2 mặt). 2. Tổ chức (gửi bản khai có đóng dấu của tổ chức) bản scan trước  đến email: <a title=""nghiepvu@tenten.vn"" href=""mailto:nghiepvu@tenten.vn"" target=""_blank"" rel=""noopener"">nghiepvu@tenten.vn</a>",,Tunghv,,10/12/2018
mình nhận được thông báo là khóa tên miền do chưa cập nhật hồ sơ giờ phải làm sao hả bạn,ten_mien_chua_co_ho_so_nen_bi_khoa,"Bạn cập nhật hồ sơ bằng cách: 1. Cá nhân (gửi chứng minh thư nhân dân 2 mặt). 2. Tổ chức (gửi bản khai có đóng dấu của tổ chức) bản scan trước  đến email: <a title=""nghiepvu@tenten.vn"" href=""mailto:nghiepvu@tenten.vn"" target=""_blank"" rel=""noopener"">nghiepvu@tenten.vn</a>",,Tunghv,,10/12/2018
"mình đã đăng kí tên miền, nhưng khi vào trang quản lí tên miền thì bị khóa do chưa có hồ sơ",ten_mien_chua_co_ho_so_nen_bi_khoa,"Bạn cập nhật hồ sơ bằng cách: 1. Cá nhân (gửi chứng minh thư nhân dân 2 mặt). 2. Tổ chức (gửi bản khai có đóng dấu của tổ chức) bản scan trước  đến email: <a title=""nghiepvu@tenten.vn"" href=""mailto:nghiepvu@tenten.vn"" target=""_blank"" rel=""noopener"">nghiepvu@tenten.vn</a>",,Tunghv,,10/12/2018
tên miền chưa có hồ sơ nên bị khóa,ten_mien_chua_co_ho_so_nen_bi_khoa,"Bạn cập nhật hồ sơ bằng cách: 1. Cá nhân (gửi chứng minh thư nhân dân 2 mặt). 2. Tổ chức (gửi bản khai có đóng dấu của tổ chức) bản scan trước  đến email: <a title=""nghiepvu@tenten.vn"" href=""mailto:nghiepvu@tenten.vn"" target=""_blank"" rel=""noopener"">nghiepvu@tenten.vn</a>",1,Tunghv,,10/12/2018
tôi có thể biết thêm thông tin về vấn đề tên miền trùng nhau ở đâu,ten_mien_co_duoc_phep_trung_nhau_hay_khong,"Tên miền là địa chỉ duy nhất trên Internet vì vậy không bao giờ có sự trùng lặp. Quý khách sẽ không thể đăng ký được khi tên miền đã được đăng ký bởi một chủ thể khác. \nNếu Quý khách có nhu cầu đăng ký tên miền tương ứng với tên tổ chức hay doanh nghiệp của Quý khách trên Internet, hãy kiểm tra và đăng ký ngay lập tức trước khi có chủ thể khác đăng ký mất tên miền.\n\n<a href=""https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong</a>",,Tunghv,,11/12/2018
tôi không đăng ký được tên miền và có thông báo là trùng tên miền vậy phải làm sao hả bạn,ten_mien_co_duoc_phep_trung_nhau_hay_khong,"Tên miền là địa chỉ duy nhất trên Internet vì vậy không bao giờ có sự trùng lặp. Quý khách sẽ không thể đăng ký được khi tên miền đã được đăng ký bởi một chủ thể khác. \nNếu Quý khách có nhu cầu đăng ký tên miền tương ứng với tên tổ chức hay doanh nghiệp của Quý khách trên Internet, hãy kiểm tra và đăng ký ngay lập tức trước khi có chủ thể khác đăng ký mất tên miền.\n\n<a href=""https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong</a>",,Tunghv,,11/12/2018
tại sao tên miền lại không được trùng nhau hả bạn,ten_mien_co_duoc_phep_trung_nhau_hay_khong,"Tên miền là địa chỉ duy nhất trên Internet vì vậy không bao giờ có sự trùng lặp. Quý khách sẽ không thể đăng ký được khi tên miền đã được đăng ký bởi một chủ thể khác. \nNếu Quý khách có nhu cầu đăng ký tên miền tương ứng với tên tổ chức hay doanh nghiệp của Quý khách trên Internet, hãy kiểm tra và đăng ký ngay lập tức trước khi có chủ thể khác đăng ký mất tên miền.\n\n<a href=""https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong</a>",,Tunghv,,11/12/2018
tên miền trùng nhau có bị sao không?,ten_mien_co_duoc_phep_trung_nhau_hay_khong,"Tên miền là địa chỉ duy nhất trên Internet vì vậy không bao giờ có sự trùng lặp. Quý khách sẽ không thể đăng ký được khi tên miền đã được đăng ký bởi một chủ thể khác. \nNếu Quý khách có nhu cầu đăng ký tên miền tương ứng với tên tổ chức hay doanh nghiệp của Quý khách trên Internet, hãy kiểm tra và đăng ký ngay lập tức trước khi có chủ thể khác đăng ký mất tên miền.\n\n<a href=""https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong</a>",,Tunghv,,11/12/2018
Tên miền có được phép trùng nhau hay không?,ten_mien_co_duoc_phep_trung_nhau_hay_khong,"Tên miền là địa chỉ duy nhất trên Internet vì vậy không bao giờ có sự trùng lặp. Quý khách sẽ không thể đăng ký được khi tên miền đã được đăng ký bởi một chủ thể khác. \nNếu Quý khách có nhu cầu đăng ký tên miền tương ứng với tên tổ chức hay doanh nghiệp của Quý khách trên Internet, hãy kiểm tra và đăng ký ngay lập tức trước khi có chủ thể khác đăng ký mất tên miền.\n\n<a href=""https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/28-ten-mie-n-co-duo-c-phe-p-tru-ng-nhau-hay-khong</a>",1,Tunghv,,11/12/2018
domain thứ cấp giá bao nhiêu hả bạn?,gia_ten_mien,"Bạn tham khảo bảng giá <a title=""https://tenten.vn/bang-gia-ten-mien"" href=""https://tenten.vn/bang-gia-ten-mien"" target=""_blank"" rel=""noopener"">tại đây</a>",,Tunghv,,10/12/2018
mình có thể xem thông tin domain và giá domain ở đâu nhỉ,gia_ten_mien,"Bạn tham khảo bảng giá <a title=""https://tenten.vn/bang-gia-ten-mien"" href=""https://tenten.vn/bang-gia-ten-mien"" target=""_blank"" rel=""noopener"">tại đây</a>",,Tunghv,,10/12/2018
bây giờ mua domain được khuyến mại không bạn?,gia_ten_mien,"Bạn tham khảo bảng giá <a title=""https://tenten.vn/bang-gia-ten-mien"" href=""https://tenten.vn/bang-gia-ten-mien"" target=""_blank"" rel=""noopener"">tại đây</a>",,Tunghv,,10/12/2018
có bao nhiêu loại domain và giá thế nào hả bạn!,gia_ten_mien,"Bạn tham khảo bảng giá <a title=""https://tenten.vn/bang-gia-ten-mien"" href=""https://tenten.vn/bang-gia-ten-mien"" target=""_blank"" rel=""noopener"">tại đây</a>",,Tunghv,,10/12/2018
thủ tục chuyển đổi tên miền quốc tế và việt nam là như thế nào hả bạn?,ten_mien_do_to_chuc_nao_quan_ly,"* Tên miền quốc tế do Tổ chức Cơ quan Internet quản lý số liệu và tên miền được chuyển nhượng (Internet Corporation for Assigned Names and Numbers - ICANN) và Các cơ quan quản lý tên miền quốc gia cấp cao quản lý. (Chi tiết:<a href=""http://www.icann.org/"" target=""_blank""> http://www.icann.org/</a>)\n \n* Tên miền quốc gia Việt Nam được quản lý bởi Trung tâm Internet Việt Nam VNNIC.\nTrung tâm Internet Việt Nam là đơn vị trực thuộc Bộ Thông tin...\n<a href=""https://tenten.vn/faq/30-ten-mie-n-do-to-chu-c-na-o-qua-n-ly"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/30-ten-mie-n-do-to-chu-c-na-o-qua-n-ly</a>",,Tunghv,,10/12/2018
